id,rank_lower_bound,family,parameter,a1,a2,a3,a4,a6,source_certificate,source_curve_index
new-20260906-40,27,074d9,2818/1535,0,0,0,-1434254277194995172799431087202781675244846491861/3,3216853742735834212829428053814243003487320547835308197954106937159277070/27,fresh_r17_paired_results_v1.json,2
new-20260906-71,27,103b2,3726/881,0,0,0,-9895030694214226323552866859539205819046957275040081/48,954989066308591641010061865335632819629565930947042022971753565174973709040729/864,retention24_r17_results_v1.json,16
new-20260906-41,27,11952,-2448/11,0,0,0,-73638770463368896155658739236788695946790736476801/48,625621344831082622254800326088053838167425185771052959551759466765851226049/864,fresh_r17_paired_results_v1.json,21
new-20260906-72,27,11952,2012/211,0,0,0,-3059164480456846438008217711127521600609004317681/48,6884880625329953535681750963796674132703993924804026175350213563702528329/864,retention24_r17_results_v1.json,20
new-20260906-48,27,11952,2828/2015,0,0,0,-1577094019174714168434636908186423111110160909791441/48,43344287715587092510783929657389234067655937171190151958331676963514285230489/864,next24_r17_results_v1.json,23
new-20260906-73,26,074d9,1175/1901,0,0,0,-181672659190154469279561920627018245137610774200907/16,469051750222044653813365725759542817995608039109700852172576485127960828547/32,retention24_r17_results_v1.json,2
new-20260906-63,26,074d9,2588/1603,0,0,0,-1174004674486151970359676715501070920995206469481/48,1213085799505991279110609419286604081207852394493789700095510461905053621/864,discarded12_r17_results_v1.json,0
new-20260906-42,26,074d9,808/2259,0,0,0,-1585031051695091937747739253188611009079447837130641/48,61496236315342289631268449514624434329872857537085722596781789471007164325561/864,fresh_r17_paired_results_v1.json,3
new-20260905-37,26,07ca9,-2507/3068,0,0,0,-434079650469995527144619383465343526875435038587/16,58509832513749215242763343108759246836786932442993054548380583713031083/32,compact_r17_wide_results_v1.json,3
new-20260906-74,26,07ca9,613/828,0,0,0,-355065744144541973740043223849048396625076181121/48,202194929326344326419829452980962126599723345286114839585702433317887169/864,retention24_r17_results_v1.json,4
new-20260906-49,26,103b2,2773/962,0,0,0,-94534261085830451127168764987049051060019946761/48,28756262764797925758603749040918703516802181906737277560598943091825509/864,next24_r17_results_v1.json,18
new-20260906-50,26,11952,-1173/127,0,0,0,-72897861399294723106288315023721735536780643900/3,39033329824050082142770186313681308823891545665947565148062763996989200/27,next24_r17_results_v1.json,20
new-20260906-75,26,11952,-1376/455,0,0,0,-26080466609802628636955806831614554746170903008161/48,133633946551881169156814665664598206800895433213058196583475547377277895409/864,retention24_r17_results_v1.json,21
new-20260905-38,25,074d9,-1525/1388,0,0,0,-309445502149730347377475086910980232377181627/16,1071548284863230298673779520728500993318435183512806717286135341323/32,compact_r17_wide_results_v1.json,14
new-20260906-76,25,074d9,492/169,0,0,0,-6016027225895668359256284975732990146810547625/48,499485022392150243394911534274818252477446385570279311758999339160725/864,retention24_r17_results_v1.json,3
new-20260906-51,25,074d9,922/2063,0,0,0,-57415916785615489452268403877086850551505022981/3,26406523232243103321538763755227537008970296206750143631846203587649758/27,next24_r17_results_v1.json,3
new-20260906-64,25,07ca9,-489/40,0,0,0,-11013529216276284864786921430144199645509716721/48,1135079404807333074251599719548496434732147859935627378147951926989769/864,discarded12_r17_results_v1.json,3
new-20260905-39,25,07ca9,-951/1696,0,0,0,-664554592892541802804824312334142842275401558057041/48,12780220916552963549905512025534476329882640821827984412624590449647281427161/864,compact_r17_wide_results_v1.json,9
new-20260906-65,25,07ca9,2059/3120,0,0,0,-160824411493235807667901491838601793816361635361/48,66805887356536034216281617959567013466868775296959292443488394310270641/864,discarded12_r17_results_v1.json,2
new-20260906-77,25,07ca9,21/1196,0,0,0,-809182527347967784397866729649122647595078321/48,25820124278590351410839964160233977142765533977156062978283325387881/864,retention24_r17_results_v1.json,6
new-20260906-78,25,07ca9,3469/2070,0,0,0,-53226034104848140385167945759730988461521498586453041/48,12018387132541886655174507727770782422839746057876975641175547276514859774930089/864,retention24_r17_results_v1.json,5
new-20260905-01,25,07ca9,505/794,0,0,0,-16952902416795925705656229789436206106193248427/16,458406201216759011051366051323983779066110951921647401417011905917715/32,compact_atlas_new_curves_v1.json,2
new-20260906-79,25,08234,-2741/118,0,0,0,-333011318243299999332077923554679281026511001/48,6701349633300492370573614550638851143558001117104595404098424141501/864,retention24_r17_results_v1.json,11
new-20260906-80,25,08234,-2980/811,0,0,0,-927293273231634612823758900836679254886858686667/16,172031776249925120565443385602313818323530037743906059105623495615710787/32,retention24_r17_results_v1.json,9
new-20260906-81,25,08234,4051/121,0,0,0,-216947385341584355523666843636185182889794741/3,6287937307653758773522611893209446590430535235481215264422753989422/27,retention24_r17_results_v1.json,8
new-20260906-52,25,08f72,-164/2855,0,0,0,-11364571979322827495643882620240796361154890312636977025/48,40625047322638000814215926783676423739434685826594093343688749659741753084286242625/864,next24_r17_results_v1.json,14
new-20260906-43,25,08f72,1361/72,0,0,0,-1166529485414215121851628630668507520291761/48,1211794668018045080300190620013811708371025434267539874101733865/864,fresh_r17_paired_results_v1.json,14
new-20260906-53,25,08f72,2454/25,0,0,0,-515237747491168214625370088526747398272015259425/48,369251795000184857469963709800979256361729645539821479888800716312831025/864,next24_r17_results_v1.json,12
new-20260906-54,25,103b2,-538/249,0,0,0,-13935390314085950129450007051389534357794035121/48,1560379613846778072988372741616386424693817632240638954318403782735081/864,next24_r17_results_v1.json,17
new-20260906-82,25,103b2,2280/299,0,0,0,-956996404747976949134165242454600326579285201/48,38389839990466792439389740740601421518838501126792513027669965820825/864,retention24_r17_results_v1.json,17
new-20260906-44,25,11952,-328/1123,0,0,0,-204565758464553978400412293781752260912961409048161/48,3004785518718538979605108592025760534668242591225646237252584893776921645841/864,fresh_r17_paired_results_v1.json,22
new-20260906-66,25,11952,-695/311,0,0,0,-6269842229174602471480635706608973184026231/3,31185383615445938040839866630889548465938155054855157782376984383/27,discarded12_r17_results_v1.json,10
new-20260905-02,25,a1-fibration-04,-1647/91,0,0,0,-688476773111137102191821490424049994483325/3,1165101516390718509105968564565796805019364325383105630925333750/27,prospective_mw16_wide_results_v1.json,8
new-20260905-03,25,a1-fibration-05,307/206,0,0,0,-535750969840829740897764793770405974603361676/3,24589206923553926770353853410094380931395147018679997419164380037680/27,prospective_mw16_results_v1.json,19
new-20260906-55,24,074d9,-1477/1933,0,0,0,-10434646481999123723827189962365295434247099648905521/48,1162454790067819219190956658468341800205979612526217789955030324504229155056681/864,next24_r17_results_v1.json,0
new-20260906-67,24,074d9,-649/921,0,0,0,-30845181956132935253619946970982284679227663906641/48,181485371251394106796034498441734101911604260986435245623333406887916169561/864,discarded12_r17_results_v1.json,1
new-20260906-56,24,08234,1504/3,0,0,0,-1235522209315276739470729111727088529819921/48,1479653637121866875305824902487958284057625304509937967362924281/864,next24_r17_results_v1.json,9
new-20260905-04,24,08f72,-704/93,0,0,0,-1953339915976630708387448400388367898527758561/48,85898541079387608928609518805639183682509209880715629005472449881809/864,compact_atlas_new_curves_v1.json,4
new-20260906-83,24,08f72,2784/167,0,0,0,-127767823424672175147659312719441191099813612721/48,57290332010700397520201995402910087760830066613276104900858343792325481/864,retention24_r17_results_v1.json,15
new-20260906-84,24,08f72,3431/70,0,0,0,-15146988665924684968594268250096654666722341825/48,1862772914029546994526811499223072728620309853783935341308522661688225/864,retention24_r17_results_v1.json,14
new-20260906-85,24,103b2,-1498/507,0,0,0,-1309988146681901064655873501981648235390656561/48,46899280592365908298944973859744772128106401042504490651364006006441/864,retention24_r17_results_v1.json,18
new-20260906-86,24,103b2,-2558/3185,0,0,0,-8700954642515018270437005575064156170366310604561/48,24135174479940795665682161247955783692486365721465107826148545490256488441/864,retention24_r17_results_v1.json,19
new-20260906-45,24,103b2,503/138,0,0,0,-1676536291308444611113603125748473604919683381/3,132699980618984908854872983107740307144979249377990581118720951920558/27,fresh_r17_paired_results_v1.json,17
new-20260906-46,24,103b2,791/627,0,0,0,-7353275828892783846811931191050399152359982124076/3,39768655473299983107185715477282096457327585546181517863818270232143807148/27,fresh_r17_paired_results_v1.json,18
new-20260906-57,24,103b2,934/1207,0,0,0,-308957111452799810058304221079609927568462367025/48,162478169315982896440704729547592575010487985668882884620483723101610025/864,next24_r17_results_v1.json,19
new-20260906-87,24,11952,-811/1609,0,0,0,-6492588615518520709140723869228173613818975825/3,1250115559845344713736624845720821663066154186515062686087030172048750/27,retention24_r17_results_v1.json,23
